index,Place Name,Place ID,Place Sequence,Boardings,Alightings,Load,time,day,line,direction,per,level,ppsm,label
3958,Wellington,B.70033,18,1,30.7,103,6pm-7pm,Tuesday,Orange Line,Northbound,17,Plenty of room,0.32971295577967413,6-7pm
3959,Malden Center,B.70035,19,1,59.9,44,6pm-7pm,Tuesday,Orange Line,Northbound,7,Plenty of room,0.13576415826221877,6-7pm
3960,Oak Grove,B.Oak Grove-01,20,0,44,0,6pm-7pm,Tuesday,Orange Line,Northbound,0,Plenty of room,0,6-7pm
3961,Forest Hills,B.Forest Hills-01,1,16,0,16,7pm-8pm,Tuesday,Orange Line,Northbound,3,Plenty of room,0.05818463925523661,7-8pm
3962,Green Street,B.70003,2,4,0.5,23,7pm-8pm,Tuesday,Orange Line,Northbound,4,Plenty of room,0.07757951900698215,7-8pm
3963,Stony Brook,B.70005,3,5,0.8,26,7pm-8pm,Tuesday,Orange Line,Northbound,4,Plenty of room,0.07757951900698215,7-8pm
3964,Jackson Square,B.70007,4,7,1.3,31,7pm-8pm,Tuesday,Orange Line,Northbound,5,Plenty of room,0.0969743987587277,7-8pm
3965,Roxbury Crossing,B.70009,5,7,1.4,42,7pm-8pm,Tuesday,Orange Line,Northbound,7,Plenty of room,0.13576415826221877,7-8pm
3966,Ruggles,B.70011,6,11,3.2,50,7pm-8pm,Tuesday,Orange Line,Northbound,8,Plenty of room,0.1551590380139643,7-8pm
3967,Massachusetts Avenue,B.70013,7,9,3,52,7pm-8pm,Tuesday,Orange Line,Northbound,9,Plenty of room,0.17455391776570983,7-8pm
3968,Back Bay,B.70015,8,38,9.2,81,7pm-8pm,Tuesday,Orange Line,Northbound,14,Plenty of room,0.27152831652443754,7-8pm
3969,Tufts Medical Center,B.70017,9,17,3.1,94,7pm-8pm,Tuesday,Orange Line,Northbound,16,Plenty of room,0.3103180760279286,7-8pm
3970,Chinatown,B.70019,10,19,5,117,7pm-8pm,Tuesday,Orange Line,Northbound,20,Plenty of room,0.3878975950349108,7-8pm
3971,Downtown Crossing,B.70021,11,42,26.2,123,7pm-8pm,Tuesday,Orange Line,Northbound,20,Plenty of room,0.3878975950349108,7-8pm
3972,State,B.70023,12,20,26.8,128,7pm-8pm,Tuesday,Orange Line,Northbound,21,Plenty of room,0.4072924747866563,7-8pm
3973,Haymarket,B.70025,13,6,12.5,111,7pm-8pm,Tuesday,Orange Line,Northbound,18,Plenty of room,0.34910783553141966,7-8pm
3974,North Station,B.70027,14,36,17.7,129,7pm-8pm,Tuesday,Orange Line,Northbound,22,Plenty of room,0.42668735453840184,7-8pm
3975,Community College,B.70029,15,4,8.4,136,7pm-8pm,Tuesday,Orange Line,Northbound,23,Plenty of room,0.4460822342901474,7-8pm
3976,Sullivan Square,B.70031,16,4,24.7,115,7pm-8pm,Tuesday,Orange Line,Northbound,19,Plenty of room,0.3685027152831653,7-8pm
3977,Assembly,B.70279,17,3,18.3,111,7pm-8pm,Tuesday,Orange Line,Northbound,18,Plenty of room,0.34910783553141966,7-8pm
3978,Wellington,B.70033,18,1,20.1,82,7pm-8pm,Tuesday,Orange Line,Northbound,14,Plenty of room,0.27152831652443754,7-8pm
3979,Malden Center,B.70035,19,0,51.5,31,7pm-8pm,Tuesday,Orange Line,Northbound,5,Plenty of room,0.0969743987587277,7-8pm
3980,Oak Grove,B.Oak Grove-01,20,0,34.2,0,7pm-8pm,Tuesday,Orange Line,Northbound,0,Plenty of room,0,7-8pm
3981,Forest Hills,B.Forest Hills-01,1,15,0,15,8pm-9pm,Tuesday,Orange Line,Northbound,2,Plenty of room,0.03878975950349107,8-9pm
3982,Green Street,B.70003,2,3,0.5,14,8pm-9pm,Tuesday,Orange Line,Northbound,2,Plenty of room,0.03878975950349107,8-9pm
3983,Stony Brook,B.70005,3,4,0.4,18,8pm-9pm,Tuesday,Orange Line,Northbound,3,Plenty of room,0.05818463925523661,8-9pm
3984,Jackson Square,B.70007,4,4,1.5,22,8pm-9pm,Tuesday,Orange Line,Northbound,4,Plenty of room,0.07757951900698215,8-9pm
3985,Roxbury Crossing,B.70009,5,4,1.1,22,8pm-9pm,Tuesday,Orange Line,Northbound,4,Plenty of room,0.07757951900698215,8-9pm
3986,Ruggles,B.70011,6,12,1,33,8pm-9pm,Tuesday,Orange Line,Northbound,6,Plenty of room,0.11636927851047324,8-9pm
3987,Massachusetts Avenue,B.70013,7,7,1.9,41,8pm-9pm,Tuesday,Orange Line,Northbound,7,Plenty of room,0.13576415826221877,8-9pm
3988,Back Bay,B.70015,8,26,4.3,63,8pm-9pm,Tuesday,Orange Line,Northbound,10,Plenty of room,0.1939487975174554,8-9pm
3989,Tufts Medical Center,B.70017,9,12,1.9,74,8pm-9pm,Tuesday,Orange Line,Northbound,12,Plenty of room,0.23273855702094645,8-9pm
3990,Chinatown,B.70019,10,17,3,81,8pm-9pm,Tuesday,Orange Line,Northbound,14,Plenty of room,0.27152831652443754,8-9pm
3991,Downtown Crossing,B.70021,11,25,20.2,86,8pm-9pm,Tuesday,Orange Line,Northbound,14,Plenty of room,0.27152831652443754,8-9pm
3992,State,B.70023,12,10,18.4,70,8pm-9pm,Tuesday,Orange Line,Northbound,12,Plenty of room,0.23273855702094645,8-9pm
3993,Haymarket,B.70025,13,4,6.7,74,8pm-9pm,Tuesday,Orange Line,Northbound,12,Plenty of room,0.23273855702094645,8-9pm
3994,North Station,B.70027,14,21,11.2,84,8pm-9pm,Tuesday,Orange Line,Northbound,14,Plenty of room,0.27152831652443754,8-9pm
3995,Community College,B.70029,15,3,5,75,8pm-9pm,Tuesday,Orange Line,Northbound,12,Plenty of room,0.23273855702094645,8-9pm
3996,Sullivan Square,B.70031,16,3,14.1,70,8pm-9pm,Tuesday,Orange Line,Northbound,12,Plenty of room,0.23273855702094645,8-9pm
3997,Assembly,B.70279,17,3,8.2,54,8pm-9pm,Tuesday,Orange Line,Northbound,9,Plenty of room,0.17455391776570983,8-9pm
3998,Wellington,B.70033,18,1,12.4,47,8pm-9pm,Tuesday,Orange Line,Northbound,8,Plenty of room,0.1551590380139643,8-9pm
3999,Malden Center,B.70035,19,0,31.6,15,8pm-9pm,Tuesday,Orange Line,Northbound,2,Plenty of room,0.03878975950349107,8-9pm
4000,Oak Grove,B.Oak Grove-01,20,0,15.3,0,8pm-9pm,Tuesday,Orange Line,Northbound,0,Plenty of room,0,8-9pm
4001,Forest Hills,B.Forest Hills-01,1,13,0,13,9pm-10pm,Tuesday,Orange Line,Northbound,2,Plenty of room,0.03878975950349107,9-10pm
4002,Green Street,B.70003,2,3,0.7,18,9pm-10pm,Tuesday,Orange Line,Northbound,3,Plenty of room,0.05818463925523661,9-10pm
4003,Stony Brook,B.70005,3,2,0.7,19,9pm-10pm,Tuesday,Orange Line,Northbound,3,Plenty of room,0.05818463925523661,9-10pm
4004,Jackson Square,B.70007,4,4,0.9,20,9pm-10pm,Tuesday,Orange Line,Northbound,3,Plenty of room,0.05818463925523661,9-10pm
4005,Roxbury Crossing,B.70009,5,4,0.8,26,9pm-10pm,Tuesday,Orange Line,Northbound,4,Plenty of room,0.07757951900698215,9-10pm
4006,Ruggles,B.70011,6,7,1.7,33,9pm-10pm,Tuesday,Orange Line,Northbound,6,Plenty of room,0.11636927851047324,9-10pm
4007,Massachusetts Avenue,B.70013,7,6,2.4,34,9pm-10pm,Tuesday,Orange Line,Northbound,6,Plenty of room,0.11636927851047324,9-10pm
4008,Back Bay,B.70015,8,19,3.2,50,9pm-10pm,Tuesday,Orange Line,Northbound,8,Plenty of room,0.1551590380139643,9-10pm
4009,Tufts Medical Center,B.70017,9,9,1.5,54,9pm-10pm,Tuesday,Orange Line,Northbound,9,Plenty of room,0.17455391776570983,9-10pm
4010,Chinatown,B.70019,10,18,2.8,73,9pm-10pm,Tuesday,Orange Line,Northbound,12,Plenty of room,0.23273855702094645,9-10pm
4011,Downtown Crossing,B.70021,11,20,18.4,81,9pm-10pm,Tuesday,Orange Line,Northbound,14,Plenty of room,0.27152831652443754,9-10pm
4012,State,B.70023,12,11,23.4,69,9pm-10pm,Tuesday,Orange Line,Northbound,12,Plenty of room,0.23273855702094645,9-10pm
4013,Haymarket,B.70025,13,6,6.8,63,9pm-10pm,Tuesday,Orange Line,Northbound,10,Plenty of room,0.1939487975174554,9-10pm
4014,North Station,B.70027,14,20,7.5,81,9pm-10pm,Tuesday,Orange Line,Northbound,14,Plenty of room,0.27152831652443754,9-10pm
4015,Community College,B.70029,15,2,5.1,78,9pm-10pm,Tuesday,Orange Line,Northbound,13,Plenty of room,0.252133436772692,9-10pm
4016,Sullivan Square,B.70031,16,3,18.3,63,9pm-10pm,Tuesday,Orange Line,Northbound,10,Plenty of room,0.1939487975174554,9-10pm
4017,Assembly,B.70279,17,3,6.2,59,9pm-10pm,Tuesday,Orange Line,Northbound,10,Plenty of room,0.1939487975174554,9-10pm
4018,Wellington,B.70033,18,1,13.8,46,9pm-10pm,Tuesday,Orange Line,Northbound,8,Plenty of room,0.1551590380139643,9-10pm
4019,Malden Center,B.70035,19,1,38.5,19,9pm-10pm,Tuesday,Orange Line,Northbound,3,Plenty of room,0.05818463925523661,9-10pm
4020,Oak Grove,B.Oak Grove-01,20,0,17.3,0,9pm-10pm,Tuesday,Orange Line,Northbound,0,Plenty of room,0,9-10pm
4021,Forest Hills,B.Forest Hills-01,1,12,0,12,10pm-11pm,Tuesday,Orange Line,Northbound,2,Plenty of room,0.03878975950349107,10-11pm
4022,Green Street,B.70003,2,2,0.8,12,10pm-11pm,Tuesday,Orange Line,Northbound,2,Plenty of room,0.03878975950349107,10-11pm
4023,Stony Brook,B.70005,3,3,0.4,15,10pm-11pm,Tuesday,Orange Line,Northbound,2,Plenty of room,0.03878975950349107,10-11pm
4024,Jackson Square,B.70007,4,4,1.2,18,10pm-11pm,Tuesday,Orange Line,Northbound,3,Plenty of room,0.05818463925523661,10-11pm
4025,Roxbury Crossing,B.70009,5,5,1,22,10pm-11pm,Tuesday,Orange Line,Northbound,4,Plenty of room,0.07757951900698215,10-11pm
4026,Ruggles,B.70011,6,8,1.5,26,10pm-11pm,Tuesday,Orange Line,Northbound,4,Plenty of room,0.07757951900698215,10-11pm
4027,Massachusetts Avenue,B.70013,7,7,1.5,32,10pm-11pm,Tuesday,Orange Line,Northbound,5,Plenty of room,0.0969743987587277,10-11pm
4028,Back Bay,B.70015,8,28,3.2,60,10pm-11pm,Tuesday,Orange Line,Northbound,10,Plenty of room,0.1939487975174554,10-11pm
4029,Tufts Medical Center,B.70017,9,8,2.5,72,10pm-11pm,Tuesday,Orange Line,Northbound,12,Plenty of room,0.23273855702094645,10-11pm
4030,Chinatown,B.70019,10,17,2.4,80,10pm-11pm,Tuesday,Orange Line,Northbound,13,Plenty of room,0.252133436772692,10-11pm
4031,Downtown Crossing,B.70021,11,19,15.1,76,10pm-11pm,Tuesday,Orange Line,Northbound,13,Plenty of room,0.252133436772692,10-11pm
4032,State,B.70023,12,9,27.4,58,10pm-11pm,Tuesday,Orange Line,Northbound,10,Plenty of room,0.1939487975174554,10-11pm
4033,Haymarket,B.70025,13,6,7.4,62,10pm-11pm,Tuesday,Orange Line,Northbound,10,Plenty of room,0.1939487975174554,10-11pm
4034,North Station,B.70027,14,16,5.4,68,10pm-11pm,Tuesday,Orange Line,Northbound,11,Plenty of room,0.21334367726920092,10-11pm
4035,Community College,B.70029,15,1,4,71,10pm-11pm,Tuesday,Orange Line,Northbound,12,Plenty of room,0.23273855702094645,10-11pm
4036,Sullivan Square,B.70031,16,2,16.8,50,10pm-11pm,Tuesday,Orange Line,Northbound,8,Plenty of room,0.1551590380139643,10-11pm
4037,Assembly,B.70279,17,2,4.6,48,10pm-11pm,Tuesday,Orange Line,Northbound,8,Plenty of room,0.1551590380139643,10-11pm
4038,Wellington,B.70033,18,1,9.8,35,10pm-11pm,Tuesday,Orange Line,Northbound,6,Plenty of room,0.11636927851047324,10-11pm
4039,Malden Center,B.70035,19,0,25.4,10,10pm-11pm,Tuesday,Orange Line,Northbound,2,Plenty of room,0.03878975950349107,10-11pm
4040,Oak Grove,B.Oak Grove-01,20,0,9.7,0,10pm-11pm,Tuesday,Orange Line,Northbound,0,Plenty of room,0,10-11pm
4041,Forest Hills,B.Forest Hills-01,1,6,0,6,11pm-12am,Tuesday,Orange Line,Northbound,1,Plenty of room,0.01939487975174553,11-12am
4042,Green Street,B.70003,2,1,0.4,7,11pm-12am,Tuesday,Orange Line,Northbound,1,Plenty of room,0.01939487975174553,11-12am
4043,Stony Brook,B.70005,3,2,0.3,8,11pm-12am,Tuesday,Orange Line,Northbound,1,Plenty of room,0.01939487975174553,11-12am
4044,Jackson Square,B.70007,4,2,0.7,9,11pm-12am,Tuesday,Orange Line,Northbound,2,Plenty of room,0.03878975950349107,11-12am
4045,Roxbury Crossing,B.70009,5,3,0.4,11,11pm-12am,Tuesday,Orange Line,Northbound,2,Plenty of room,0.03878975950349107,11-12am
4046,Ruggles,B.70011,6,4,0.9,15,11pm-12am,Tuesday,Orange Line,Northbound,2,Plenty of room,0.03878975950349107,11-12am
4047,Massachusetts Avenue,B.70013,7,4,1.2,18,11pm-12am,Tuesday,Orange Line,Northbound,3,Plenty of room,0.05818463925523661,11-12am
4048,Back Bay,B.70015,8,15,0.9,30,11pm-12am,Tuesday,Orange Line,Northbound,5,Plenty of room,0.0969743987587277,11-12am
4049,Tufts Medical Center,B.70017,9,9,0.7,36,11pm-12am,Tuesday,Orange Line,Northbound,6,Plenty of room,0.11636927851047324,11-12am
4050,Chinatown,B.70019,10,7,0.6,49,11pm-12am,Tuesday,Orange Line,Northbound,8,Plenty of room,0.1551590380139643,11-12am
4051,Downtown Crossing,B.70021,11,15,9.6,54,11pm-12am,Tuesday,Orange Line,Northbound,9,Plenty of room,0.17455391776570983,11-12am
4052,State,B.70023,12,7,18.2,42,11pm-12am,Tuesday,Orange Line,Northbound,7,Plenty of room,0.13576415826221877,11-12am
4053,Haymarket,B.70025,13,3,3,39,11pm-12am,Tuesday,Orange Line,Northbound,6,Plenty of room,0.11636927851047324,11-12am
4054,North Station,B.70027,14,10,2.6,46,11pm-12am,Tuesday,Orange Line,Northbound,8,Plenty of room,0.1551590380139643,11-12am
4055,Community College,B.70029,15,1,1.9,42,11pm-12am,Tuesday,Orange Line,Northbound,7,Plenty of room,0.13576415826221877,11-12am
4056,Sullivan Square,B.70031,16,1,14.3,36,11pm-12am,Tuesday,Orange Line,Northbound,6,Plenty of room,0.11636927851047324,11-12am
4057,Assembly,B.70279,17,1,2.3,35,11pm-12am,Tuesday,Orange Line,Northbound,6,Plenty of room,0.11636927851047324,11-12am
4058,Wellington,B.70033,18,0,8.4,27,11pm-12am,Tuesday,Orange Line,Northbound,4,Plenty of room,0.07757951900698215,11-12am
4059,Malden Center,B.70035,19,0,18.8,6,11pm-12am,Tuesday,Orange Line,Northbound,1,Plenty of room,0.01939487975174553,11-12am
4060,Oak Grove,B.Oak Grove-01,20,0,7,0,11pm-12am,Tuesday,Orange Line,Northbound,0,Plenty of room,0,11-12am
4061,Forest Hills,B.Forest Hills-01,1,2,0,2,12am-1am,Tuesday,Orange Line,Northbound,0,Plenty of room,0,12-1am
4062,Green Street,B.70003,2,0,0.2,2,12am-1am,Tuesday,Orange Line,Northbound,0,Plenty of room,0,12-1am
4063,Stony Brook,B.70005,3,1,0.2,2,12am-1am,Tuesday,Orange Line,Northbound,0,Plenty of room,0,12-1am
4064,Jackson Square,B.70007,4,0,0.1,3,12am-1am,Tuesday,Orange Line,Northbound,0,Plenty of room,0,12-1am
4065,Roxbury Crossing,B.70009,5,0,0.1,3,12am-1am,Tuesday,Orange Line,Northbound,0,Plenty of room,0,12-1am
4066,Ruggles,B.70011,6,1,0.1,4,12am-1am,Tuesday,Orange Line,Northbound,1,Plenty of room,0.01939487975174553,12-1am
4067,Massachusetts Avenue,B.70013,7,1,0.1,5,12am-1am,Tuesday,Orange Line,Northbound,1,Plenty of room,0.01939487975174553,12-1am
4068,Back Bay,B.70015,8,4,0.3,9,12am-1am,Tuesday,Orange Line,Northbound,2,Plenty of room,0.03878975950349107,12-1am
4069,Tufts Medical Center,B.70017,9,1,0.1,11,12am-1am,Tuesday,Orange Line,Northbound,2,Plenty of room,0.03878975950349107,12-1am
4070,Chinatown,B.70019,10,1,0.3,10,12am-1am,Tuesday,Orange Line,Northbound,2,Plenty of room,0.03878975950349107,12-1am
4071,Downtown Crossing,B.70021,11,4,2.5,12,12am-1am,Tuesday,Orange Line,Northbound,2,Plenty of room,0.03878975950349107,12-1am
4072,State,B.70023,12,3,4.3,13,12am-1am,Tuesday,Orange Line,Northbound,2,Plenty of room,0.03878975950349107,12-1am
4073,Haymarket,B.70025,13,2,1,14,12am-1am,Tuesday,Orange Line,Northbound,2,Plenty of room,0.03878975950349107,12-1am
4074,North Station,B.70027,14,3,1,16,12am-1am,Tuesday,Orange Line,Northbound,3,Plenty of room,0.05818463925523661,12-1am
4075,Community College,B.70029,15,0,0.9,15,12am-1am,Tuesday,Orange Line,Northbound,2,Plenty of room,0.03878975950349107,12-1am
4076,Sullivan Square,B.70031,16,1,4.1,10,12am-1am,Tuesday,Orange Line,Northbound,2,Plenty of room,0.03878975950349107,12-1am
4077,Assembly,B.70279,17,0,0.8,10,12am-1am,Tuesday,Orange Line,Northbound,2,Plenty of room,0.03878975950349107,12-1am
4078,Wellington,B.70033,18,0,2.2,8,12am-1am,Tuesday,Orange Line,Northbound,1,Plenty of room,0.01939487975174553,12-1am
4079,Malden Center,B.70035,19,0,5.1,2,12am-1am,Tuesday,Orange Line,Northbound,0,Plenty of room,0,12-1am
4080,Oak Grove,B.Oak Grove-01,20,0,2.3,0,12am-1am,Tuesday,Orange Line,Northbound,0,Plenty of room,0,12-1am
4081,Forest Hills,B.Forest Hills-01,1,66,0,66,5am-6am,Wednesday,Orange Line,Northbound,11,Plenty of room,0.21334367726920092,5-6am
4082,Green Street,B.70003,2,7,0.1,50,5am-6am,Wednesday,Orange Line,Northbound,8,Plenty of room,0.1551590380139643,5-6am
4083,Stony Brook,B.70005,3,6,1.5,56,5am-6am,Wednesday,Orange Line,Northbound,9,Plenty of room,0.17455391776570983,5-6am
4084,Jackson Square,B.70007,4,12,0.5,58,5am-6am,Wednesday,Orange Line,Northbound,10,Plenty of room,0.1939487975174554,5-6am
4085,Roxbury Crossing,B.70009,5,6,3.1,73,5am-6am,Wednesday,Orange Line,Northbound,12,Plenty of room,0.23273855702094645,5-6am
4086,Ruggles,B.70011,6,7,3.2,76,5am-6am,Wednesday,Orange Line,Northbound,13,Plenty of room,0.252133436772692,5-6am
4087,Massachusetts Avenue,B.70013,7,6,3.8,100,5am-6am,Wednesday,Orange Line,Northbound,17,Plenty of room,0.32971295577967413,5-6am
4088,Back Bay,B.70015,8,8,16,80,5am-6am,Wednesday,Orange Line,Northbound,13,Plenty of room,0.252133436772692,5-6am
4089,Tufts Medical Center,B.70017,9,3,8.4,74,5am-6am,Wednesday,Orange Line,Northbound,12,Plenty of room,0.23273855702094645,5-6am
4090,Chinatown,B.70019,10,1,3.5,97,5am-6am,Wednesday,Orange Line,Northbound,16,Plenty of room,0.3103180760279286,5-6am
4091,Downtown Crossing,B.70021,11,6,40.2,62,5am-6am,Wednesday,Orange Line,Northbound,10,Plenty of room,0.1939487975174554,5-6am
4092,State,B.70023,12,20,24.8,69,5am-6am,Wednesday,Orange Line,Northbound,12,Plenty of room,0.23273855702094645,5-6am
4093,Haymarket,B.70025,13,8,9.3,68,5am-6am,Wednesday,Orange Line,Northbound,11,Plenty of room,0.21334367726920092,5-6am
4094,North Station,B.70027,14,4,17.8,54,5am-6am,Wednesday,Orange Line,Northbound,9,Plenty of room,0.17455391776570983,5-6am
4095,Community College,B.70029,15,1,6.9,48,5am-6am,Wednesday,Orange Line,Northbound,8,Plenty of room,0.1551590380139643,5-6am
4096,Sullivan Square,B.70031,16,7,30.3,57,5am-6am,Wednesday,Orange Line,Northbound,10,Plenty of room,0.1939487975174554,5-6am
4097,Assembly,B.70279,17,0,13.4,43,5am-6am,Wednesday,Orange Line,Northbound,7,Plenty of room,0.13576415826221877,5-6am
4098,Wellington,B.70033,18,3,19,28,5am-6am,Wednesday,Orange Line,Northbound,5,Plenty of room,0.0969743987587277,5-6am
4099,Malden Center,B.70035,19,0,16,5,5am-6am,Wednesday,Orange Line,Northbound,1,Plenty of room,0.01939487975174553,5-6am
4100,Oak Grove,B.Oak Grove-01,20,0,3.8,0,5am-6am,Wednesday,Orange Line,Northbound,0,Plenty of room,0,5-6am
4101,Forest Hills,B.Forest Hills-01,1,113,0,113,6am-7am,Wednesday,Orange Line,Northbound,19,Plenty of room,0.3685027152831653,6-7am
4102,Green Street,B.70003,2,14,0.7,127,6am-7am,Wednesday,Orange Line,Northbound,21,Plenty of room,0.4072924747866563,6-7am
4103,Stony Brook,B.70005,3,19,1,158,6am-7am,Wednesday,Orange Line,Northbound,26,Not crowded,0.504266873545384,6-7am
4104,Jackson Square,B.70007,4,26,2.4,181,6am-7am,Wednesday,Orange Line,Northbound,30,Not crowded,0.5818463925523661,6-7am
4105,Roxbury Crossing,B.70009,5,11,17.1,175,6am-7am,Wednesday,Orange Line,Northbound,29,Not crowded,0.5624515128006206,6-7am
4106,Ruggles,B.70011,6,15,12.3,162,6am-7am,Wednesday,Orange Line,Northbound,27,Not crowded,0.5236617532971295,6-7am
4107,Massachusetts Avenue,B.70013,7,9,9.9,148,6am-7am,Wednesday,Orange Line,Northbound,25,Plenty of room,0.4848719937936384,6-7am
4108,Back Bay,B.70015,8,21,26.4,143,6am-7am,Wednesday,Orange Line,Northbound,24,Plenty of room,0.4654771140418929,6-7am
4109,Tufts Medical Center,B.70017,9,6,20.7,156,6am-7am,Wednesday,Orange Line,Northbound,26,Not crowded,0.504266873545384,6-7am
4110,Chinatown,B.70019,10,3,5.4,128,6am-7am,Wednesday,Orange Line,Northbound,21,Plenty of room,0.4072924747866563,6-7am
4111,Downtown Crossing,B.70021,11,14,50.1,92,6am-7am,Wednesday,Orange Line,Northbound,15,Plenty of room,0.29092319627618307,6-7am
4112,State,B.70023,12,20,27.2,93,6am-7am,Wednesday,Orange Line,Northbound,16,Plenty of room,0.3103180760279286,6-7am
4113,Haymarket,B.70025,13,5,17,82,6am-7am,Wednesday,Orange Line,Northbound,14,Plenty of room,0.27152831652443754,6-7am
4114,North Station,B.70027,14,7,22.7,66,6am-7am,Wednesday,Orange Line,Northbound,11,Plenty of room,0.21334367726920092,6-7am
4115,Community College,B.70029,15,1,13.6,53,6am-7am,Wednesday,Orange Line,Northbound,9,Plenty of room,0.17455391776570983,6-7am
4116,Sullivan Square,B.70031,16,3,17.4,34,6am-7am,Wednesday,Orange Line,Northbound,6,Plenty of room,0.11636927851047324,6-7am
4117,Assembly,B.70279,17,0,8.5,25,6am-7am,Wednesday,Orange Line,Northbound,4,Plenty of room,0.07757951900698215,6-7am
4118,Wellington,B.70033,18,1,9.1,20,6am-7am,Wednesday,Orange Line,Northbound,3,Plenty of room,0.05818463925523661,6-7am
4119,Malden Center,B.70035,19,0,12.4,4,6am-7am,Wednesday,Orange Line,Northbound,1,Plenty of room,0.01939487975174553,6-7am
4120,Oak Grove,B.Oak Grove-01,20,0,4.9,0,6am-7am,Wednesday,Orange Line,Northbound,0,Plenty of room,0,6-7am
4121,Forest Hills,B.Forest Hills-01,1,154,0,154,7am-8am,Wednesday,Orange Line,Northbound,26,Not crowded,0.504266873545384,7-8am
4122,Green Street,B.70003,2,35,2.3,201,7am-8am,Wednesday,Orange Line,Northbound,34,Not crowded,0.6594259115593483,7-8am
4123,Stony Brook,B.70005,3,44,1.5,227,7am-8am,Wednesday,Orange Line,Northbound,38,Not crowded,0.7370054305663305,7-8am
4124,Jackson Square,B.70007,4,53,2.4,298,7am-8am,Wednesday,Orange Line,Northbound,50,Not crowded,0.9697439875872768,7-8am
4125,Roxbury Crossing,B.70009,5,24,26.6,325,7am-8am,Wednesday,Orange Line,Northbound,54,Moderately crowded,1.047323506594259,7-8am
4126,Ruggles,B.70011,6,26,19.7,331,7am-8am,Wednesday,Orange Line,Northbound,55,Moderately crowded,1.0667183863460046,7-8am
4127,Massachusetts Avenue,B.70013,7,22,23.1,330,7am-8am,Wednesday,Orange Line,Northbound,55,Moderately crowded,1.0667183863460046,7-8am
4128,Back Bay,B.70015,8,61,81.1,347,7am-8am,Wednesday,Orange Line,Northbound,58,Moderately crowded,1.1249030256012411,7-8am
4129,Tufts Medical Center,B.70017,9,16,33.2,296,7am-8am,Wednesday,Orange Line,Northbound,49,Not crowded,0.9503491078355314,7-8am
4130,Chinatown,B.70019,10,7,16,286,7am-8am,Wednesday,Orange Line,Northbound,48,Not crowded,0.9309542280837858,7-8am
4131,Downtown Crossing,B.70021,11,34,95.6,225,7am-8am,Wednesday,Orange Line,Northbound,38,Not crowded,0.7370054305663305,7-8am
4132,State,B.70023,12,30,75,180,7am-8am,Wednesday,Orange Line,Northbound,30,Not crowded,0.5818463925523661,7-8am
4133,Haymarket,B.70025,13,7,34.6,152,7am-8am,Wednesday,Orange Line,Northbound,25,Plenty of room,0.4848719937936384,7-8am
4134,North Station,B.70027,14,15,44.7,122,7am-8am,Wednesday,Orange Line,Northbound,20,Plenty of room,0.3878975950349108,7-8am
4135,Community College,B.70029,15,2,38.3,86,7am-8am,Wednesday,Orange Line,Northbound,14,Plenty of room,0.27152831652443754,7-8am
4136,Sullivan Square,B.70031,16,5,27.5,63,7am-8am,Wednesday,Orange Line,Northbound,10,Plenty of room,0.1939487975174554,7-8am
